🏘河北,#genre#
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8
CCTV2,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/1/index.m3u8?fmt=ts2hls
CCTV2,http://ott.js.chinamobile.com/PLTV/3/224/3221227708/index.m3u8
CCTV2,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv2/1300000/mnf.m3u8
CCTV3,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8
CCTV3,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://111.40.196.9/PLTV/88888888/224/3221225555/index.m3u8
CCTV3,http://111.40.196.9/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://112.25.48.68/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV3,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV3/index.m3u8
CCTV3,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv3hd/2300000/mnf.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV3,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/1/index.m3u8?fmt=ts2hls
CCTV3,http://ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV3,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV4,http://111.20.33.93/TVOD/88888893/224/3221226191/index.m3u8
CCTV4,http://111.20.33.93/TVOD/88888893/224/3221226223/index.m3u8
CCTV4,http://111.40.196.9/PLTV/88888888/224/3221225490/index.m3u8
CCTV4,http://111.40.196.9/PLTV/88888888/224/3221225557/index.m3u8
CCTV4,http://112.25.48.68/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4,http://117.148.179.183/PLTV/88888888/224/3221231726/index.m3u8
CCTV4,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV4/index.m3u8
CCTV4,http://192.168.2.1:1234/rtp/238.255.0.76:6168
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV4,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls
CCTV4,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226266/1/index.m3u8?fmt=ts2hls
CCTV4,http://ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV4,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv4/1300000/mnf.m3u8
CCTV4欧洲,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226268/1/index.m3u8?fmt=ts2hls
CCTV4美洲,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226269/1/index.m3u8?fmt=ts2hls
CCTV5,http://111.20.33.93/TVOD/88888893/224/3221226232/index.m3u8
CCTV5,http://111.20.33.93/TVOD/88888893/224/3221226395/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225550/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225559/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225668/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225733/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225743/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225745/index.m3u8
CCTV5,http://111.63.117.13:6060/030000001000/CCTV5/CCTV5.m3u8
CCTV5,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV5/index.m3u8
CCTV5,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/2300000/mnf.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226024/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226043/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226248/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226259/1/index.m3u8?fmt=ts2hls
CCTV5,http://ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV5,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
CCTV5+,http://111.40.196.9/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+,http://111.63.117.13:6060/030000001000/G_CCTV5PLUS/G_CCTV5PLUS.m3u8
CCTV5+,http://117.169.124.36:6610/ysten-businessmobile/live/hdcctv05plus/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226128/1/index.m3u8?fmt=ts2hls
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226171/1/index.m3u8?fmt=ts2hls
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls
CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221227714/index.m3u8
CCTV5+,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV6,http://111.20.33.93/TVOD/88888893/224/3221226011/index.m3u8
CCTV6,http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8
CCTV6,http://111.40.196.9/PLTV/88888888/224/3221225590/index.m3u8
CCTV6,http://111.63.117.13:6060/030000001000/CCTV6/CCTV6.m3u8
CCTV6,http://112.25.48.68/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV6,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV6/index.m3u8
CCTV6,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv6hd/2300000/mnf.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225650/index.m3u8
CCTV6,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226011/1/index.m3u8?fmt=ts2hls
CCTV6,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226046/1/index.m3u8?fmt=ts2hls
CCTV6,http://ott.js.chinamobile.com/PLTV/3/224/3221227664/index.m3u8
CCTV6,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV7,http://111.20.33.93/TVOD/88888893/224/3221226192/index.m3u8
CCTV7,http://111.20.33.93/TVOD/88888893/224/3221226248/index.m3u8
CCTV7,http://111.40.196.9/PLTV/88888888/224/3221225492/index.m3u8
CCTV7,http://111.40.196.9/PLTV/88888888/224/3221225563/index.m3u8
CCTV7,http://112.25.48.68/live/program/live/cctv7/1300000/mnf.m3u8
CCTV7,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV7,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV7/index.m3u8
CCTV7,http://192.168.2.1:1234/rtp/238.255.0.77:6176
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7,http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV7,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls
CCTV7,http://ott.js.chinamobile.com/PLTV/3/224/3221227642/index.m3u8
CCTV7,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV8,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8
CCTV8,http://111.40.196.9/PLTV/88888888/224/3221225565/index.m3u8
CCTV8,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV8,http://112.25.48.68/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV8,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV8/index.m3u8
CCTV8,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226005/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226060/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226244/1/index.m3u8?fmt=ts2hls
CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221227667/index.m3u8
CCTV8,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV9,http://111.20.33.93/TVOD/88888893/224/3221226197/index.m3u8
CCTV9,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV9,http://111.40.196.9/PLTV/88888888/224/3221225502/index.m3u8
CCTV9,http://117.169.124.36:6610/ysten-businessmobile/live/CCTVnews/index.m3u8
CCTV9,http://192.168.2.1:1234/rtp/238.255.0.148:8824
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9,http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV9,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226031/1/index.m3u8?fmt=ts2hls
CCTV9,http://ott.js.chinamobile.com/PLTV/3/224/3221227659/index.m3u8
CCTV10,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8
CCTV10,http://111.40.196.9/PLTV/88888888/224/3221225494/index.m3u8
CCTV10,http://111.40.196.9/PLTV/88888888/224/3221225567/index.m3u8
CCTV10,http://112.25.48.68/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV10,http://117.148.179.174/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV10/index.m3u8
CCTV10,http://192.168.2.1:1234/rtp/238.255.0.40:8840
CCTV10,http://192.168.2.1:1234/rtp/238.255.0.79:6192
CCTV10,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv10hd/2300000/mnf.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV10,http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV10,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225685/1/index.m3u8?fmt=ts2hls
CCTV10,http://ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8
CCTV10,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV11,http://111.20.33.93/TVOD/88888893/224/3221226240/index.m3u8
CCTV11,http://111.40.196.9/PLTV/88888888/224/3221225496/index.m3u8
CCTV11,http://111.40.196.9/PLTV/88888888/224/3221225569/index.m3u8
CCTV11,http://112.25.48.68/live/program/live/cctv11/1300000/mnf.m3u8
CCTV11,http://117.148.179.165/PLTV/88888888/224/3221231711/index.m3u8
CCTV11,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV11/index.m3u8
CCTV11,http://192.168.2.1:1234/rtp/238.255.0.80:6200
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225746/1/index.m3u8?fmt=ts2hls
CCTV11,http://ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8
CCTV11,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv11/1300000/mnf.m3u8
CCTV12,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8
CCTV12,http://111.40.196.9/PLTV/88888888/224/3221225498/index.m3u8
CCTV12,http://111.40.196.9/PLTV/88888888/224/3221225571/index.m3u8
CCTV12,http://112.25.48.68/live/program/live/cctv12/1300000/mnf.m3u8
CCTV12,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV12/index.m3u8
CCTV12,http://192.168.2.1:1234/rtp/238.255.0.48:6208
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV12,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225747/1/index.m3u8?fmt=ts2hls
CCTV12,http://ott.js.chinamobile.com/PLTV/3/224/3221227655/index.m3u8
CCTV12,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctv12/1300000/mnf.m3u8
CCTV13,http://111.20.33.93/TVOD/88888893/224/3221226233/index.m3u8
CCTV13,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8
CCTV13,http://111.40.196.9/PLTV/88888888/224/3221225504/index.m3u8
CCTV13,http://111.40.196.9/PLTV/88888888/224/3221225575/index.m3u8
CCTV13,http://112.25.48.68/live/program/live/cctvxw/1300000/mnf.m3u8
CCTV13,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV13/index.m3u8
CCTV13,http://192.168.2.1:1234/rtp/238.255.0.82:6216
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225748/1/index.m3u8?fmt=ts2hls
CCTV13,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctvxw/1300000/mnf.m3u8
CCTV14,http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8
CCTV14,http://111.40.196.9/PLTV/88888888/224/3221225506/index.m3u8
CCTV14,http://111.40.196.9/PLTV/88888888/224/3221225573/index.m3u8
CCTV14,http://112.25.48.68/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV14,http://117.148.179.183/PLTV/88888888/224/3221231648/index.m3u8
CCTV14,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV14/index.m3u8
CCTV14,http://192.168.2.1:1234/rtp/238.255.0.149:8832
CCTV14,http://192.168.2.1:1234/rtp/238.255.0.83:6224
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14,http://39.135.47.66/cdnrrs.gx.chinamobile.com/PLTV-/3/224/3221225648/index.m3u8
CCTV14,http://39.135.47.66/cdnrrs.gx.chinamobile.com/PLTV-/3/224/3221225673/index.m3u8
CCTV14,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225727/1/index.m3u8?fmt=ts2hls
CCTV14,http://ott.js.chinamobile.com/PLTV/3/224/3221227656/index.m3u8
CCTV14,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV15,http://111.40.196.9/PLTV/88888888/224/3221225500/index.m3u8
CCTV15,http://111.40.196.9/PLTV/88888888/224/3221225577/index.m3u8
CCTV15,http://112.25.48.68/live/program/live/cctvyy/1300000/mnf.m3u8
CCTV15,http://117.169.124.36:6610/ysten-businessmobile/live/CCTV15/index.m3u8
CCTV15,http://192.168.2.1:1234/rtp/238.255.0.84:6232
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225749/1/index.m3u8?fmt=ts2hls
CCTV15,http://ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV15,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/cctvyy/1300000/mnf.m3u8
CCTV16,http://111.20.33.93/TVOD/88888893/224/3221226921/index.m3u8
CCTV16,http://113.142.75.96/tc.cdn.hunancatv.com/live/CCTV16HD.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://ott.js.chinamobile.com/PLTV/3/224/3221228144/index.m3u8
CCTV16,https://cctvalih5ca.v.myalicdn.com/live/cctv16_2/index.m3u8
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226208/index.m3u8
CCTV17,http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227589/index.m3u8
CCTV17,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229765/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225909/index.m3u8
CCTV17,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226027/1/index.m3u8?fmt=ts2hls


中国教育1台,http://192.168.2.1:1234/rtp/238.255.0.20:8896
中国教育1台,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225723/1/index.m3u8?fmt=ts2hls
中国教育1台,http://192.168.2.1:1234/rtp/238.255.0.133:8704
中国教育1台,http://223.110.241.137:6610/gitv/live1/G_CETV-1/G_CETV-1/?type=.m3u8
中国教育2台,http://223.110.241.137:6610/gitv/live1/G_CETV-2/G_CETV-2/?type=.m3u8
中国教育2台,http://192.168.2.1:1234/rtp/238.255.0.51:9104
中国教育3台,http://223.110.241.137:6610/gitv/live1/G_CETV-3/G_CETV-3/?type=.m3u8
中国教育4台,http://223.110.241.137:6610/gitv/live1/G_CETV-4/G_CETV-4/?type=.m3u8
中国教育4台,http://192.168.2.1:1234/rtp/238.255.0.50:9096
中国教育,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/zgjy1ott/4000000/d3.m3u8
中国天气,http://tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/zgqx/1300000/mnf.m3u8
CGTN,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-9/index.m3u8
CGTN,http://192.168.2.1:1234/rtp/238.255.0.78:6184
CGTN英语,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226297/1/index.m3u8?fmt=ts2hls
